ministry,website,division,name,designation,room,phones,email,source_url
Defence (MoD),https://www.mod.gov.in,,"Rear Admiral P.A.A.R. Sadiq, NM",Additional Director General Acquisition Technical (Maritime & Systems),,21411707 (Office),tmms-modacq@navy.gov.in,https://mod.gov.in/dod/en/whos-who
Defence (MoD),https://www.mod.gov.in,,AVM GK Mohan AVSM,Additional Director General Acquisition Technical (Air),,23012068(Office),awingair-mod@nic.in,https://mod.gov.in/dod/en/whos-who
Defence (MoD),https://www.mod.gov.in,,Maj Gen Tarun Agrawal AVSM,Additional Director General Acquisition Technical (Army),,21410320 (Office),tmls-mod@nic.in,https://mod.gov.in/dod/en/whos-who
Defence (MoD),https://www.mod.gov.in,,Shri Apurva Chandra (Retd. IAS),Principal Advisor,,23011068/69,NA,https://mod.gov.in/dod/en/whos-who
Defence (MoD),https://www.mod.gov.in,,"Shri Vishvajit Sahay, IDAS(1990)",Secretary (Defence Finance),,"24014402, 24014403 (Office)",fads1-mod@gov.in,https://mod.gov.in/dod/en/whos-who
Defence (MoD),https://www.mod.gov.in,,"Shri Ghanashyam Sahu, ICoAS (1998)",Principal Adviser (Cost),,"24014406, 24014407 (Office)",g.sahu@nic.in,https://mod.gov.in/dod/en/whos-who
Defence (MoD),https://www.mod.gov.in,,"Dr. Ishita Ganguli Tripathy, IES (1999)",Additional Financial Advisor (IGT) & JS,,"24014414, 24014415 (Office)",addl.fa1-dod@gov.in,https://mod.gov.in/dod/en/whos-who
Defence (MoD),https://www.mod.gov.in,,"Shri Eddie Lalrinliana Khawlhring, (ICAS: 1995)",Additional Financial Advisor (EL) & JS,,"24014412, 24014413 (Office)",el.khawlhring@gov.in,https://mod.gov.in/dod/en/whos-who
Defence (MoD),https://www.mod.gov.in,,"Shri Sanjay Kumar, IA&AS (1995)",Additional Financial Advisor (SK) & JS,,"24014410,24014411 (Office)",sanjaykumar.67@gov.in,https://mod.gov.in/dod/en/whos-who
Defence (MoD),https://www.mod.gov.in,,"Shri Ajeet Kumar Srivastava, IRAS (1999)",Additional Financial Advisor (AKS) & JS,,"23013557, 23010159 (Office)",--,https://mod.gov.in/dod/en/whos-who
Defence (MoD),https://www.mod.gov.in,,"Shri Amitabh Ranjan Sinha, IP&TA&FS (1998)",Additional Financial Advisor (AR) & JS,,"24014408,24014409(Office)",addlfa-dod@gov.in,https://mod.gov.in/dod/en/whos-who
Defence (MoD),https://www.mod.gov.in,,"Shri AVRA Ghosh, (IDAS: 2001)",Finance Manager (Land System),,"24014418, 24014419 (Office)",,https://mod.gov.in/dod/en/whos-who
Defence (MoD),https://www.mod.gov.in,,"Shri Krishna Kant Singh, (IDAS: 2000)",Finance Manager (MS),,"24014416, 24014417 (Office)",NA,https://mod.gov.in/dod/en/whos-who
Defence (MoD),https://www.mod.gov.in,,"Shri Brajesh Kumar Pandey, (IDAS: 2006)",Finance Manager (Air),,"24014420,24014421 (Office)",NA,https://mod.gov.in/dod/en/whos-who
Defence (MoD),https://www.mod.gov.in,,"Shri Rajesh Yadav, ICoAS (1998)",Advisor (Cost/LS),,21411541(Office),rajeshyadav.icoas@nic.in,https://mod.gov.in/dod/en/whos-who
Defence (MoD),https://www.mod.gov.in,,"Shri Manish Goswami, ICoAS (2002)",Adviser( Cost/Air),,21411504 (Office),manishgoswami.icoas@nic.in,https://mod.gov.in/dod/en/whos-who
Defence (MoD),https://www.mod.gov.in,,"Shri Rajesh K. Agrawal, ICoAS (2008)",Advisor (Cost/MS),,21411637 (Office),rajeshkagrawal.icoas@nic.in,https://mod.gov.in/dod/en/whos-who
Defence (MoD),https://www.mod.gov.in,,Shri Rajnath Singh,Raksha Mantri (Defence Minister),,"24014501,24014502 (Office)",rmo@mod.nic.in,https://mod.gov.in/dod/en/whos-who
Defence (MoD),https://www.mod.gov.in,,Shri Sanjay Seth,Raksha Rajya Mantri (Minister of State for Defence),,24014508 (Office),mos-defence@gov.in,https://mod.gov.in/dod/en/whos-who
Defence (MoD),https://www.mod.gov.in,,"Shri Rajesh Kumar Singh, IAS (KL: 1989)","Defence Secretary, Secretary DDR&D and Chairman DRDO(additional Charge)",,"24014513, 24014515, 24014516",defsecy@nic.in,https://mod.gov.in/dod/en/whos-who
Defence (MoD),https://www.mod.gov.in,,"Smt. Dipti Mohil Chawla, (IDAS: 1995)",Additional Secretary,,"24014517, 24014518",addlsecy-mod@gov.in,https://mod.gov.in/dod/en/whos-who
Defence (MoD),https://www.mod.gov.in,,"Shri Manish Tripathi, IDAS (1998)",Additional Secretary (Medical/Parliament/Establishment),,"24014521, 24014522",addlsecymt-mod@gov.in,https://mod.gov.in/dod/en/whos-who
Defence (MoD),https://www.mod.gov.in,,Shri Sanjai Bajpai,Advisor (Parl),,,usparl_def@nic.in,https://mod.gov.in/dod/en/whos-who
Defence (MoD),https://www.mod.gov.in,,Shri Sandeep Kumar,US (Parl),,,usparl_def@nic.in,https://mod.gov.in/dod/en/whos-who
Defence (MoD),https://www.mod.gov.in,,Shri Lalit Kumar Yadav,Section Officer(Parl),,,usparl_def@nic.in,https://mod.gov.in/dod/en/whos-who
Defence (MoD),https://www.mod.gov.in,,Shri Sunil Kumar Adlakha,Deputy Secretary (Estt.),,23014369 (Office),--,https://mod.gov.in/dod/en/whos-who
Defence (MoD),https://www.mod.gov.in,,"Shri Vijay Kumar, IIS (1998)",ADG (M&C) & Spokesperson MoD,,24015555 (Office),adgmnc.dprmod@nic.in,https://mod.gov.in/dod/en/whos-who
Defence (MoD),https://www.mod.gov.in,,Shri D Salai Maran,Director,,24015557 (Office),Diradm.dpr-mod@gov.in,https://mod.gov.in/dod/en/whos-who
Defence (MoD),https://www.mod.gov.in,,Shri Sooraj R,Director (PR),,24015558 (Office),dpr-mod@gov.in,https://mod.gov.in/dod/en/whos-who
Defence (MoD),https://www.mod.gov.in,,Shri Neeraj Dabas,Joint Director,,24015559 (Office),jdadm.dpr-mod@gov.in,https://mod.gov.in/dod/en/whos-who
Defence (MoD),https://www.mod.gov.in,,Shri Capt Vivek Mandhwal,PRO Navy,,,pronavy.dprmod@nic.in,https://mod.gov.in/dod/en/whos-who
Defence (MoD),https://www.mod.gov.in,,Shri Col Nishant Arvind,PRO Army,,,armypro@gmail.com,https://mod.gov.in/dod/en/whos-who
Defence (MoD),https://www.mod.gov.in,,Shri Wg Cdr Jaideep Singh,PRO Air Force,,,proiaf.dprmod@nic.in,https://mod.gov.in/dod/en/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Hon’ble Minister,Shri Chirag Paswan,Hon'ble Minister,Minister Chamber in Panchsheel Bhawan,,minister.fpi@nic.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Hon’ble Minister,Shri Chandan Bugalia,Addl. PS to Hon'ble Minister,Minister Chamber in Panchsheel Bhawan,,chandan.bugalia@nic.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Hon’ble Minister,Shri Alok Kumar Singh,Addl. PS to Hon'ble Minister,Minister Chamber in Panchsheel Bhawan,,alok.ksingh@gov.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Hon’ble Minister,Shri Rakesh Mohan,PPS in Office of Hon'ble Minister,Minister Chamber in Panchsheel Bhawan,,,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Hon’ble Minister,Shri Rahul Sharma,1st PA in Office of Hon'ble Minister,Minister Chamber in Panchsheel Bhawan,,,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Hon’ble Minister,Shri Dharmander Kumar,2nd PA in Office of Hon'ble Minister,Minister Chamber in Panchsheel Bhawan,,,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Hon’ble Minister,Shri Raj Kumar,Manager (General Admin.),001,,,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Hon’ble Minister,Shri Surendra Kumar Bairwa,Section Officer,Minister Chamber in Panchsheel Bhawan,,,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Hon’ble Minister,Shri Shubham Tayal,Section Officer,Minister Chamber in Panchsheel Bhawan,,shubham.tayal@nic.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Hon’ble Minister,Shri Arshad Ali,Steno D to O/o Hon'ble Minister (FPI),Minister Chamber in Panchsheel Bhawan,,,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Hon’ble Minister of State,Shri Ravneet Singh Bittu,Hon’ble MOS(FPI),MOS Chamber Panchsheel Bhawan,,"ravneet.bittu@sansad.nic.in, mos-fpi@nic.in",https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Hon’ble Minister of State,Shri Harjinder Singh Dhindsa,2nd PA in Office of Hon'ble MOS,203,,,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Hon’ble Minister of State,Shri Kundan Singh,PPS in Office of Hon'ble MOS,215,,,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Secretary,Shri Avinash Joshi,Secretary,201,,secy.mofpi@nic.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Secretary,Shri Gajender Singh Bisht,PPS,206,,gs.bisht@nic.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Secretary,Shri Abhishek Kumar,Steno to Secretary,206,,abhishek.kumar.98@mofpi.gov.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,SS & FA,Shri Ashish Chatterjee,Add. Secretary and Financial Adviser,"3204, GPOA-3, Netaji Nagar",,asfasteel@nic.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Joint Secretary,Shri Preet Pal Singh,Joint Secretary,213,,preetpal.singh@nic.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Joint Secretary,Shri Rajiv Anand,Sr. PPS to JS (PPS),214,,rajiv.dom@nic.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Joint Secretary,Shri Devesh Deval,Joint Secretary,208,,mofpi-js@gov.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Joint Secretary,Shri Ashish Ranjan,Steno to JS(DD),219,,ashish.ranjan1808@mofpi.gov.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Joint Secretary,Shri D. Praveen,Joint Secretary,211,,d.praveen@nic.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Joint Secretary,Smt. Prerna Singh,PPS to JS(DP),212,,prerna.singh@nic.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Joint Secretary,Shri Ranjit Singh,Joint Secretary,207,,singhranjit@cag.gov.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Joint Secretary,Shri Arvind Kumar Gupta,PS to JS(RS),,,arvind.gupta51@nic.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Economic Advisor & DDG(ISS),Ms. Chandrani Gupta,Economic Advisor,209,,c.gupta23@gov.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Economic Advisor & DDG(ISS),Shri Harikesh Kumar,PPS to EA (CG),219,,harikesh.kumar75@nic.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Economic Advisor & DDG(ISS),Shri Vinit Kumar,DDG(ISS),AMDA Building Wing A,,vinit.jindal67@gov.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Economic Advisor & DDG(ISS),Shri Hasnain Haider,"Steno 'D"" to DDG(VK)",AMDA Building Wing A,,,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Chief Controller of Accounts,Smt. Chandan Mishra Dwivedi,Chief Controller of Accounts,"Room No. 241, C-Wing , Krishi Bhawan , New Delhi -110001",,cca-agri@gov.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Chief Controller of Accounts,Shri Navneet Kumar,Controller of Accounts,"Room No. 287, Krishi Bhawan , New Delhi -110011",,ca-agri@gov.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Chief Controller of Accounts,Shri Nitender Yadav,Sr. Accounts Officer,"Room No. G-59, August Kranti Bhawan , Bhikaji Cama Place , New Delhi-110066",,nit.ya@gov.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Chief Controller of Accounts,Smt. Ram Dulari,Sr. Accounts Officer,"Room No. F-239, August Kranti Bhawan , Bhikaji Cama Place , New Delhi-110066",,ramdulari.17@gov.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Director,Shri Ramandeep Chowdhary,Director,216,,raman-deep@gov.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Director,Mr. Raj Kishor Singh,PA to Dir (RC),110,,raj.kishor@gov.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Director,Shri Pankaj Kumar,Director,105,,pankaj.kumar1975@gov.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Director,Ms. Anjali Agrawal,Steno D to Dir (PK),,,,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Director,Shri Kote Sandip Ravindra,Director,102,,sandip.kote@nic.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Director,Shri Sushil Kumar Tripathi,Director,101,,sushil.tripathi@nic.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Director,Ms. Vaishnavi Rajak,Steno D to Dir(SKT),101-D,,vaishnavi-rajak@gov.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Deputy Secretary,Shri D.S.S Srinivasa Rao,Deputy Secretary,101A,,dsss.rao67@gov.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Deputy Secretary,Ms Riya Tanwar,Steno to DS(DSSSR),,,riya-tanwar@gov.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Deputy Secretary,Shri Banshi Dhar Panwar,Deputy Secretary,117,,bd.panwar@nic.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Deputy Secretary,Shri Iqbal Mohd. Khan,Deputy Secretary,106,,im.khan@nic.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Deputy Secretary,Ms. Deeksha Chauhan,Steno 'D' to DS(IMK),101-D,,deeksha.26@mofpi.gov.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Deputy Secretary,Shri Akhilesh Yadav,,107A,,akhliesh.yadav@mofpi.gov.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Deputy Secretary,Shri Vivek Kumar Singh,Deputy Secretary,101B,,vksingh-cwc@nic.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Deputy Secretary,Ms. Priyanka Rohilla,PA to DS(VKS),101D,,priyanka.rohilla@gov.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Deputy Secretary,Shri Arvind Kumar,Deputy Secretary,113,,arvind.kr67@gov.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Deputy Secretary,Shri Arunava Sengupta,Deputy Secretary,"AMDA Building, Room No. 2, Wing-A",,a.sengupta@nic.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Deputy Secretary,Ms. Angel Gautam,Steno to DS (AS),101D,,angel.gautam@mofpi.gov.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Under Secretary/ DD,Dr. G. Srinivasan,Deputy Agricultural Marketing Advisor,"AMDA Building, Room No. 4, Wing-A",,srinivasan.ganesan@nic.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Under Secretary/ DD,Shri Sanjay Gupta,Deputy Director,109,,sanjay.gupta69@gov.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Under Secretary/ DD,Dr. J. P. Dongare,Deputy Agricultural Marketing Advisor,8,,jp.dongre@nic.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Under Secretary/ DD,Shri Ramkesh Meena,Deputy Director,Porta Cabin No. 4,,ramkesh.meena30@gov.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Under Secretary/ DD,Shri Adesh Mohan,Deputy Director,8,,adesh.mohan@nic.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Under Secretary/ DD,Dr. Shaikh Nadeem Ahmed,Deputy Director- Livestock Products,"AMDA Building, Room No. 1, Wing-A",,s.nadeem@nic.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Under Secretary/ DD,Ms. Anu Verma,Deputy Director,105-A,,anu.verma@nic.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Under Secretary/ DD,Shri Shahid T Komath,Chief of Media and Communication,AMDA Building Wing B,,mofpi-cmc@gov.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Under Secretary/ DD,Shri Vijay Prakash Bhatt,Under Secretary,Porta Cabin No.2,,vp.bhatt@gov.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Under Secretary/ DD,Shri Mateen Ahmad,Under Secretary,108,,mateen.ahmad@gov.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Under Secretary/ DD,Ms. Deepti Singh Laka,Under Secretary,,,deepti.slaka@nic.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Under Secretary/ DD,Shri Ajay Raj Singh Chauhan,Under Secretary,AMDA Building B Wing,,paic-division-mofpi@gov.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Under Secretary/ DD,Mrs Karabi Shyam,Under Secretary,104,,karabi.shyam@nic.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Under Secretary/ DD,Ms. Suman Sharma,Under Secretary,108,,suman.shaurya@nic.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Under Secretary/ DD,Shri Amit Kumar Jha,Under Secretary,02,,amit.jha85@nic.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Under Secretary/ DD,Manish Thakur,steno to US(AKJ),"Amda building, Wing- B",,manish-3@gov.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Under Secretary/ DD,Shri Subhash Chandra Kumar,Under Secretary,"Porta Cabin, No. 2",,sc.kumar83@nic.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Under Secretary/ DD,Shri Manish Guruwal,Under Secretary,AMDA Building Wing A,,manish.guruwal13@nic.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Under Secretary/ DD,Shri Rajender Parkash,Under Secretary,"Porta Cabin, Room No. 5",,rajenderparkash.edu@nic.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Under Secretary/ DD,Shri Shashank Tiwari,Steno to US (RP),,,shashank-tiwari426@gov.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Under Secretary/ DD,Shri Sachin Kumar Pareek,Under Secretary,"Porta Cabin, No. 1",,sachin.prk@mofpi.gov.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Under Secretary/ DD,Ms. Bhumika Sallan,Under Secretary,,,bhumika.sallan@nic.in,https://mofpi.gov.in/about-us/whos-who
Food Processing Industries (MoFPI),https://mofpi.gov.in,Under Secretary/ DD,Shri Mahipal,Under Secretary,,,mahipal.27@gov.in,https://mofpi.gov.in/about-us/whos-who
